Brand,Price,Mileage,Model
Volkswagen,5000,400,T4 (Transporter)
Volkswagen,27000,90,Tiguan
Renault,10900,189,Trafic
BMW,37700,108,X3
Renault,6299,66,Kangoo
Mercedes-Benz,39900,29,S 63 AMG
BMW,26900,140,X5
Audi,8999,190,A6 Allroad
Mercedes-Benz,20400,190,E-Class
Volkswagen,16200,116,Passat B7
Mitsubishi,5700,230,Galant
BMW,9500,315,525
BMW,25999,80,320
Audi,28950,60,Q5
Audi,6499,270,S8
Audi,3500,35,80
Renault,7450,68,Modus
Mercedes-Benz,10500,266,S 500
BMW,31111,117,750
Toyota,27000,192,Hilux
Toyota,26250,17,Camry
Mercedes-Benz,7300,245,Vito
Renault,11400,122,Trafic
Volkswagen,2200,279,Passat B5
Toyota,10500,200,Tacoma
Toyota,10500,200,Land Cruiser 80
Volkswagen,10974.21,1,Polo
Volkswagen,11500,119,Passat B6
BMW,42000,59,750
Mercedes-Benz,17990,230,R 320
Audi,2500,300,A6
Audi,16500,136,A6
Audi,47000,64,Q7
Mitsubishi,5300,240,Carisma
Toyota,41900,0,Hiace
BMW,7000,226,525
Mercedes-Benz,26600,122,Vito
Mitsubishi,6500,133,Lancer
Volkswagen,9600,185,Jetta
Mitsubishi,3200,106,Galant
Mercedes-Benz,11200,198,S 600
Mitsubishi,7900,143,Outlander
Audi,29602.95,1,A4
Mercedes-Benz,8950,154,CLS 350
Renault,8700,123,Megane
Toyota,12900,177,Camry
Renault,10600,113,Megane
Toyota,8500,93,Auris
Toyota,14900,100,Prius
Mitsubishi,2500,350,Galant
Audi,34000,118,Q5
Mercedes-Benz,39000,195,G 500
Mercedes-Benz,10500,285,E-Class
Mitsubishi,2600,93,Galant
BMW,4800,111,525
Volkswagen,7800,352,T4 (Transporter)
Mercedes-Benz,99999,0,GLE-Class
Toyota,15300,130,Rav 4
Toyota,8500,55,Aygo
Renault,3000,217,Kangoo
BMW,5000,400,520
Renault,11403.99,0,Logan
BMW,59900,30,X5
Volkswagen,5400,320,Golf IV
Volkswagen,17500,160,Passat B7
Renault,6300,167,Megane
Volkswagen,1900,300,Golf IV
Toyota,12400,135,Camry
Volkswagen,8500,141,Beetle
Mercedes-Benz,47600,0,Vito
Mercedes-Benz,39900,126,GL 500
Volkswagen,3350,122,Golf III
Renault,8200,180,Kangoo
Volkswagen,22200,51,New Beetle
Renault,7999,141,Scenic
Volkswagen,2499,220,Passat B5
BMW,66200,70,X5
Audi,21000,34,A3
Volkswagen,7200,270,T5 (Transporter) 
BMW,34900,65,X3
Audi,17500,94,A4
Volkswagen,9600,148,Caddy
Toyota,2200,300,Camry
BMW,32000,108,X6
Volkswagen,4700,342,T4 (Transporter) 
Volkswagen,11000,282,T5 (Transporter)
Volkswagen,24000,105,Passat CC
Renault,4100,270,Kangoo
BMW,5800,270,540
Audi,8600,260,A6
Audi,3500,360,100
Mercedes-Benz,7777,270,S 140
Volkswagen,19500,112,Touareg
BMW,13300,157,520
Mitsubishi,15900,180,Pajero Wagon
Mercedes-Benz,28500,90,S 500
BMW,27300,155,520
Renault,4800,100,Clio
Mercedes-Benz,11499,157,Vito
BMW,8500,284,316
Mercedes-Benz,47600,0,Vito
Toyota,17900,133,Land Cruiser Prado
Audi,11800,278,A6
Audi,11115,150,A3
Volkswagen,12999,160,T6 (Transporter)
Toyota,24842.03,0,Avensis
Mitsubishi,8400,250,Lancer X
Toyota,15500,129,Camry
BMW,13999,265,730
Toyota,42900,51,Land Cruiser Prado
Volkswagen,47777,91,Phaeton
Renault,7550,155,Laguna
BMW,68500,43,750
Volkswagen,8400,300,T5 (Transporter)
Renault,24193.65,1,Trafic
Renault,14700,61,Duster
Renault,8300,127,Kangoo
Volkswagen,19000,185,Passat B7
BMW,3700,305,318
BMW,4500,307,525
Toyota,9400,140,Corolla
Toyota,25000,115,Tundra
Volkswagen,18000,110,Passat B7
Toyota,12300,135,Camry
Mercedes-Benz,20500,235,E-Class
Renault,11900,162,Master
BMW,3990,350,525
Mercedes-Benz,13600,190,Vito
BMW,17300,180,730
Mercedes-Benz,12500,386,Sprinter 313
BMW,13900,184,X5
BMW,39600,98,X6
Volkswagen,11700,185,Cross Touran
Audi,7200,250,A6
Audi,10999,200,A4
Renault,7900,105,Kangoo
Mercedes-Benz,13900,168,CL 500
Volkswagen,4500,390,Passat B4
Toyota,9000,180,Matrix
Renault,10500,233,Laguna
Mercedes-Benz,13000,220,S 500
Renault,7300,186,Kangoo
Toyota,21999,80,Camry
Mitsubishi,10500,57,Lancer X
Renault,8300,137,Kangoo
Mitsubishi,12300,175,L 200
Mercedes-Benz,2900,282,210
Mercedes-Benz,12950,313,S 320
BMW,23500,140,X5
Audi,33300,71,Q5
Mitsubishi,8200,210,Outlander
Volkswagen,7800,220,Passat B5
Toyota,21800,170,Land Cruiser Prado
Mercedes-Benz,22900,74,C-Class
Volkswagen,8500,200,Caddy
Audi,16700,131,A4
Toyota,10100,142,Camry
Renault,7700,125,Kangoo
Mitsubishi,10800,190,Pajero Sport
Mercedes-Benz,4700,1,C-Class
Audi,5999,248,A6
Renault,5800,143,Kangoo
Mitsubishi,5400,200,Lancer
Audi,3000,270,A4
Mitsubishi,3200,330,Lancer
Mercedes-Benz,43999,132,S 350
Audi,3600,250,A6
Mercedes-Benz,5500,400,Vito
Volkswagen,10200,129,Passat B6
Mercedes-Benz,31500,123,E-Class
Toyota,11500,110,Corolla
Mitsubishi,10888,63,Lancer X
Toyota,38500,20,Tundra
Audi,4500,206,A6
Volkswagen,55555,63,Multivan
Volkswagen,13999,150,Touareg
Volkswagen,6700,300,T4 (Transporter)
Renault,7100,135,Kangoo
Audi,81500,0,A7
Renault,6200,122,Kangoo
Mercedes-Benz,42500,110,S 350
BMW,75000,16,X6
BMW,48550,147,X5
Mercedes-Benz,11000,148,ML 320
BMW,7500,275,520
Toyota,2999,5,Corolla
BMW,22500,100,630
Volkswagen,11900,273,T4 (Transporter)
Volkswagen,17900,167,Touareg
Renault,6700,118,Kangoo
BMW,22900,25,325
Toyota,9300,170,Avensis
Volkswagen,20350,111,Passat B7
Volkswagen,72000,0,Touareg
BMW,16800,250,X5
Toyota,8900,115,Corolla
Mitsubishi,22800,43,Outlander
Volkswagen,8800,86,Polo
Volkswagen,14100,115,Caddy
Mitsubishi,9200,84,Lancer X
Toyota,75500,50,Land Cruiser 200
Volkswagen,2900,2,Passat B3
Audi,6100,305,A4
Renault,7245,87,Megane
Renault,2500,170,Scenic
Renault,11200,165,Megane
Renault,13500,198,Grand Scenic
Audi,13700,300,A6
Audi,4300,340,A6
Volkswagen,9999,310,T5 (Transporter)
Mercedes-Benz,6500,435,S 140
Mercedes-Benz,11400,174,Vito
Toyota,10500,180,Camry
Renault,2999,245,Kangoo
Mercedes-Benz,29500,180,GL 320
Mercedes-Benz,8000,300,E-Class
Mitsubishi,10500,130,Lancer X
Mercedes-Benz,11400,220,S 500
Volkswagen,8300,147,Golf Plus
Audi,6900,250,A6
Mercedes-Benz,8500,210,ML 430
Volkswagen,17300,148,Touareg
Volkswagen,3500,215,Passat B3
Volkswagen,5000,220,Polo
Mitsubishi,6900,118,Lancer
Toyota,5500,188,Rav 4
BMW,17900,98,Z4
Volkswagen,11500,210,Caddy
Volkswagen,12800,167,Golf Variant
Volkswagen,7000,350,T5 (Transporter) 
BMW,8400,220,5 Series
Audi,3000,11,A6
Renault,5200,160,Symbol
Mitsubishi,5700,120,Colt
Mitsubishi,6500,285,Pajero
Volkswagen,2300,200,Passat B5
Volkswagen,7700,228,Caddy
Volkswagen,10999,110,Caddy
BMW,8700,212,730
Mercedes-Benz,7200,312,E-Class
BMW,39000,38,X6
Mitsubishi,11999,235,Pajero Wagon
Volkswagen,18100,195,T5 (Transporter)
Mitsubishi,1600,185,Space Star
Renault,2650,1,Laguna
Volkswagen,23300,115,Passat CC
BMW,25500,210,X5
Volkswagen,20900,122,Passat B7
Renault,3700,310,Laguna
Toyota,9500,125,Corolla
Mercedes-Benz,61500,121,GL 350
Volkswagen,8800,217,Passat B5
BMW,34900,136,520
Audi,3600,200,A6
Mercedes-Benz,28000,12,C-Class
BMW,25800,203,520
Mitsubishi,25999,86,Pajero Wagon
Volkswagen,29600,11,Passat B8
BMW,3200,178,318
Mercedes-Benz,6900,200,Vito
Mercedes-Benz,3550,274,E-Class
BMW,2900,230,320
Mercedes-Benz,11500,307,Vito
Volkswagen,11800,218,T5 (Transporter)
Mercedes-Benz,69900,76,S 65 AMG
Audi,23000,115,S4
Renault,6500,186,Kangoo
Volkswagen,6000,284,Golf IV
Toyota,17200,50,Corolla
Toyota,76500,29,Land Cruiser 200
Volkswagen,6800,160,Sharan
Volkswagen,3750,262,Vento
Volkswagen,8000,300,T5 (Transporter)
Mercedes-Benz,58500,128,ML 350
Renault,4999,114,Clio
Volkswagen,15800,56,Jetta
Volkswagen,9250,200,Passat B6
Mitsubishi,11300,128,Outlander
Audi,1400,250,80
Toyota,80000,23,Land Cruiser 200
BMW,11900,1,528
Volkswagen,9500,29,Polo
BMW,10999,162,320
Audi,23500,119,Q7
BMW,24500,170,X5
Mitsubishi,6000,150,Virage
Mitsubishi,17500,194,Pajero Wagon
Toyota,9300,107,Avensis
BMW,3500,280,330
BMW,41500,42,X3
Volkswagen,10300,215,T5 (Transporter)
Audi,2200,280,A6 Allroad
Renault,19692.08,0,Duster
Renault,7850,187,Kangoo
Toyota,20000,94,Land Cruiser 105
Audi,3800,253,A6
BMW,13700,254,530
Toyota,31000,86,Rav 4
Volkswagen,14400,237,T5 (Transporter)
Toyota,17500,45,Auris
Renault,10396.23,1,Logan
BMW,27800,140,X5
Volkswagen,5800,200,Golf IV
Renault,5800,200,Grand Scenic
Audi,21500,165,A6
Volkswagen,3600,330,Passat B4
BMW,6500,388,735
Volkswagen,10700,171,Caddy
BMW,3100,280,320
Mercedes-Benz,1350,240,E-Class
Mercedes-Benz,99000,0,CLS 400
Mercedes-Benz,5600,355,250
Mercedes-Benz,8500,388,S 430
BMW,24000,108,X1
Mitsubishi,9300,95,Lancer X
Toyota,15700,125,Camry
Volkswagen,9600,106,Polo
Volkswagen,21000,93,Passat B7
Mercedes-Benz,3500,303,C-Class
Toyota,45500,65,FJ Cruiser
Audi,20900,185,Q7
Mercedes-Benz,6999,168,CLK 230
Mitsubishi,7999,112,Lancer X
BMW,6500,1,730
BMW,29500,230,530
Renault,10300,138,Trafic
Volkswagen,6000,1,LT
Volkswagen,3300,193,Passat B5
Volkswagen,2400,320,Passat B5
Audi,23900,180,A6
Volkswagen,9300,148,Passat B6
Mitsubishi,1699,294,Lancer
Volkswagen,34000,92,Touareg
Toyota,14500,82,Rav 4
Volkswagen,10400,78,Polo
BMW,6100,266,535
Volkswagen,7200,177,Caddy
Mercedes-Benz,14000,144,Vito
Mercedes-Benz,8900,213,CL 500
BMW,22100,42,116
Toyota,33950,65,Tundra
BMW,3499,101,525
Audi,28500,74,Q5
BMW,8800,284,X5
Volkswagen,17200,15,Golf VII
Audi,3000,278,A6
Toyota,25800,58,Camry
Mercedes-Benz,18500,143,S 550
Volkswagen,28793.04,0,Caddy
BMW,42900,2,520
Toyota,11800,90,Avensis
Renault,7100,171,Kangoo
Volkswagen,22000,26,Passat CC
Volkswagen,2700,400,Golf II
Toyota,7000,220,Celica
BMW,6499,230,X5
Volkswagen,15700,110,Passat B7
Mitsubishi,8100,113,Lancer X
Mercedes-Benz,12200,287,ML 320
Renault,5400,96,Symbol
Mercedes-Benz,5400,285,220
Volkswagen,7700,287,Sharan
BMW,34000,115,750
Audi,3900,302,A6
Mercedes-Benz,15000,240,S 500
Volkswagen,8999,120,Passat B6
Mitsubishi,6300,116,Lancer X
Volkswagen,7999,210,Touran
Toyota,25200,128,Land Cruiser Prado
BMW,26999,131,520
Audi,16000,180,A6
Mitsubishi,9200,115,Lancer X
Volkswagen,7000,250,Caddy
Toyota,85000,1,Land Cruiser 200
Volkswagen,3200,320,Passat B3
Renault,11000,127,Megane
Mitsubishi,10500,187,Outlander
BMW,17500,102,320
Renault,7200,224,Megane
Toyota,8400,195,Camry
Volkswagen,8350,1,Caddy
Audi,3200,244,A4
Toyota,11999,147,Camry
Toyota,29900,144,Land Cruiser 200
BMW,11500,290,730
Mitsubishi,13900,93,Outlander XL
Renault,5000,245,Kangoo
Volkswagen,12900,127,Caddy
Mercedes-Benz,8650,344,Vito
Toyota,22900,132,Venza
Mercedes-Benz,13500,290,Vito
Audi,39999,45,Q5
Volkswagen,3300,250,Passat B5
Audi,32500,108,Q5
Mitsubishi,13300,135,Outlander XL
Volkswagen,2900,257,Passat B5
Volkswagen,2900,315,Passat B3
Mercedes-Benz,21000,208,ML 350
Toyota,89000,61,Land Cruiser 200
Volkswagen,23500,48,Tiguan
Mitsubishi,4200,350,Space Wagon
Mercedes-Benz,70500,99,G 55 AMG
Mercedes-Benz,124000,0,GLS 400
Audi,39999,45,Q3
Mercedes-Benz,1999,400,200
Mercedes-Benz,14300,175,Sprinter 313
Toyota,13500,139,Camry
Toyota,13300,104,Camry
Toyota,8200,82,Yaris
Renault,12000,137,Grand Scenic
Renault,2150,199,Laguna
Toyota,29000,60,Rav 4
Mercedes-Benz,9500,280,Vito
Volkswagen,10600,120,Touran
Mercedes-Benz,12500,238,Vito
Mitsubishi,10200,269,Pajero Wagon
Mercedes-Benz,50250,0,E-Class
Volkswagen,8900,100,Caddy
Mercedes-Benz,5500,220,Vito
BMW,45500,42,520
Renault,10499,146,Trafic
Mercedes-Benz,99999,0,GLE-Class
Renault,9100,166,Trafic
Mercedes-Benz,24500,180,S 320
BMW,63500,1,X5
BMW,3600,221,530
Renault,12900,89,Koleos
Renault,6400,51,Logan
BMW,8800,287,530
Renault,7199,104,Symbol
Renault,3300,250,Kangoo
Audi,2400,305,100
Volkswagen,8400,60,Polo
Mitsubishi,7600,180,Lancer X
Renault,3800,196,Kangoo
Mercedes-Benz,13100,160,S 350
Toyota,21950,141,Venza
Renault,8800,205,Trafic
Toyota,10500,17,Yaris
Mitsubishi,24000,20,Pajero Sport
Toyota,11800,189,Camry
Mercedes-Benz,20300,198,E-Class
Toyota,11600,24,Auris
Mercedes-Benz,22000,225,ML 350
Mercedes-Benz,15800,231,E-Class
Mercedes-Benz,13500,97,Vito
Mitsubishi,16500,150,Outlander XL
Volkswagen,40000,170,Multivan
Mitsubishi,9500,150,Outlander
Renault,6300,149,Kangoo
BMW,4999,256,525
Toyota,14990,280,Land Cruiser 100
Audi,16400,152,A4
Mercedes-Benz,21300,190,ML 63 AMG
Audi,24996,98,A5
Volkswagen,22900,45,Jetta
Toyota,8300,136,Corolla
Audi,12900,255,A6 Allroad
Volkswagen,12199,149,Passat B6
Audi,9999,198,A6 Allroad
Mercedes-Benz,35500,99,G 63 AMG
Mitsubishi,11500,170,Pajero Sport
Mercedes-Benz,38500,134,S 350
Mercedes-Benz,5500,250,Vito
Volkswagen,9400,124,Caddy
Volkswagen,8400,143,Caddy
Audi,2650,268,A6
Toyota,12000,133,Camry
Mercedes-Benz,7500,187,C-Class
Volkswagen,25900,35,Golf VII
Volkswagen,7500,280,Passat B5
Mercedes-Benz,35000,147,S 600
Audi,6200,316,A6
Volkswagen,1550,161,Vento
Volkswagen,8999,161,Passat B6
Mitsubishi,21000,29,ASX
Volkswagen,13500,48,Polo
Toyota,3300,345,Hiace
Mercedes-Benz,5990,400,E-Class
Mercedes-Benz,14800,242,ML 270
Mercedes-Benz,47000,0,C-Class
Volkswagen,7990,180,Passat B5
Volkswagen,8999,120,Passat B6
Volkswagen,23999,0,Jetta
Audi,6500,421,A6
Toyota,14000,1,Avensis
Audi,23500,116,Q7
Renault,9500,89,Fluence
Mercedes-Benz,125000,18,S 350
Volkswagen,9000,181,Caddy
Volkswagen,10650,65,Polo
Audi,6399,230,A6
Mitsubishi,7500,140,Lancer X
Volkswagen,10200,105,Caddy
Mercedes-Benz,3300,200,E-Class
Mercedes-Benz,8300,175,E-Class
Volkswagen,7400,168,Caddy
Toyota,28600,66,Rav 4
Audi,2800,230,A8
BMW,38000,223,535
Toyota,11000,74,Prius
Audi,11800,240,S8
Renault,9500,275,Trafic
BMW,23700,117,X1
Mercedes-Benz,35000,135,CL 550
Volkswagen,11000,171,Golf Variant
BMW,25800,205,X5
Renault,13200,230,Trafic
Toyota,4650,170,Yaris
Mercedes-Benz,8300,337,Vito
Mitsubishi,18900,106,Pajero Wagon
Mitsubishi,12750,59,Galant
Mercedes-Benz,3800,107,Smart
Volkswagen,11500,189,Caddy
Mercedes-Benz,4600,200,Vito
Renault,7899,129,Kangoo
Mercedes-Benz,70999,0,GLE-Class
Toyota,8800,300,Camry
Renault,8250,16,Logan
Toyota,21500,89,Rav 4
Renault,2400,1,Laguna
Volkswagen,12500,160,T5 (Transporter)
Mercedes-Benz,2499,201,A 170
BMW,14990,135,525
Mitsubishi,8260,65,Lancer
BMW,6800,230,520
Mitsubishi,1999,168,Space Star
BMW,8500,265,328
Toyota,24800,90,FJ Cruiser
Mitsubishi,11800,120,Outlander XL
Mercedes-Benz,35500,100,S 350
Mercedes-Benz,9400,250,Vito
Mercedes-Benz,14899,209,E-Class
Volkswagen,15500,178,Passat B7
Renault,2200,290,Espace
Volkswagen,8950,133,Polo
BMW,17800,159,530
Audi,85555,40,A8
Volkswagen,2000,300,Jetta
Mercedes-Benz,20500,56,SL 500 (550)
Toyota,30990,68,Land Cruiser Prado
Toyota,39900,11,Tacoma
BMW,21900,25,325
Toyota,12400,52,Prius
Mercedes-Benz,5000,200,CLK 200
Volkswagen,3200,367,Passat B3
BMW,6500,300,528
Mercedes-Benz,13600,147,B 200
Audi,23500,245,Q7
Audi,15499,177,A6
Mercedes-Benz,12950,197,E-Class
Toyota,23500,80,Camry
Renault,5950,200,Megane
Mitsubishi,2900,300,Galant
Mercedes-Benz,5000,400,Vito
Mercedes-Benz,1200,240,E-Class
Volkswagen,6500,190,Caddy
Volkswagen,51900,30,Touareg
BMW,104999,2,X5
Renault,4650,165,Kangoo
Audi,12500,165,A6
Volkswagen,10250,144,Passat B6
Audi,23500,83,A5
Volkswagen,17777,250,T6 (Transporter)
Mercedes-Benz,8300,233,320
Mercedes-Benz,39900,84,S 500
Mercedes-Benz,5200,400,Sprinter 210
Audi,31500,140,A6
BMW,4800,11,325
Volkswagen,21550,58,Tiguan
Audi,42900,140,Q7
Audi,2600,160,A6
Volkswagen,31310,0,Touran
Volkswagen,11800,230,T5 (Transporter)
Mercedes-Benz,107000,0,V 250
BMW,9800,264,530
Volkswagen,7950,144,Caddy
Mercedes-Benz,9000,220,ML 320
BMW,7400,279,735
Toyota,24000,60,Camry
Mercedes-Benz,4800,199,E-Class
Toyota,22000,155,Land Cruiser Prado
BMW,42500,29,X3
Toyota,17200,149,Land Cruiser 200
Renault,8100,90,Kangoo
Volkswagen,37900,73,Touareg
Volkswagen,30000,67,Passat B7
Volkswagen,7700,247,T4 (Transporter)
BMW,32500,148,535
BMW,18700,260,X5
Renault,8100,219,Master
Toyota,5050,138,Yaris
Mercedes-Benz,11800,165,Vito
Audi,2000,360,A4
Mercedes-Benz,19200,173,S 500
BMW,16400,187,750
BMW,6300,330,525
Mitsubishi,15000,295,Pajero Wagon
Toyota,23000,211,Land Cruiser Prado
Mercedes-Benz,23700,86,E-Class
BMW,11900,160,525
Audi,7900,274,A6
Mercedes-Benz,4400,308,S 320
Volkswagen,9900,181,Caddy
Volkswagen,6900,113,Polo
Mercedes-Benz,71999,0,GLE-Class
BMW,11800,210,X5
Renault,10999,207,Trafic
Mitsubishi,18900,93,Pajero Wagon
Toyota,28900,120,Highlander
Toyota,15500,130,Rav 4
BMW,63000,0,X5
Toyota,11700,145,Camry
BMW,4999,327,730
Toyota,13300,140,Rav 4
Mercedes-Benz,8200,260,S 300
Renault,8900,150,Trafic
BMW,60500,110,740
BMW,8900,294,520
BMW,69500,62,750
Volkswagen,9000,95,Golf V
BMW,17800,265,X5
Mercedes-Benz,2100,350,MB
Toyota,10700,57,Corolla
Volkswagen,17777,250,Caravelle
Audi,73500,53,A8
Mitsubishi,9800,92,Outlander
Volkswagen,35900,132,Multivan
Toyota,7500,135,Yaris
Renault,2500,105,19
Audi,39999,100,Q7
Volkswagen,22000,123,Touareg
Toyota,9800,65,Auris
BMW,29999,73,320
Mercedes-Benz,7500,350,Sprinter 208
Toyota,12500,138,Camry
BMW,39500,115,X5
Volkswagen,10600,240,T5 (Transporter)
Mitsubishi,18200,147,Pajero Wagon
Audi,4800,207,A4
BMW,3999,238,318
Toyota,35500,165,Land Cruiser Prado
Toyota,13500,158,Camry
Mercedes-Benz,17500,130,C-Class
Mercedes-Benz,59999,11,CLS 500
Mercedes-Benz,7999,255,Vito
Toyota,16000,89,Avensis
BMW,5850,250,745
Renault,7999,154,Scenic
Renault,8900,181,Trafic
BMW,43719,0,X3
Volkswagen,8800,193,T5 (Transporter)
Volkswagen,9990,194,Caddy
Volkswagen,17999,80,Passat B7
Mercedes-Benz,37500,94,CL 55 AMG
Audi,20500,155,A6
Audi,4999,242,A6 Allroad
Mercedes-Benz,4100,1,ML 350
Mercedes-Benz,17499,145,C-Class
Audi,8200,326,A6
Volkswagen,7000,185,Passat B5
Volkswagen,9200,107,Golf Variant
Volkswagen,4000,105,Golf VII
Renault,17500,20,Duster
BMW,1950,162,316
Audi,11000,120,TT
Audi,7750,259,A6
Volkswagen,24300,1,Jetta
Renault,4100,190,Kangoo
Mercedes-Benz,69900,69,GL 350
Volkswagen,29999,129,Caravelle
Renault,11999,188,Megane
Volkswagen,13900,122,Touran
BMW,8900,274,320
Audi,26000,105,A6
BMW,2700,287,525
Toyota,12500,140,Camry
BMW,4500,28,318
Toyota,88000,3,Land Cruiser 200
Mitsubishi,8700,143,Lancer X
Volkswagen,17200,230,Multivan
Toyota,30600,39,Rav 4
Mercedes-Benz,15300,240,E-Class
Toyota,73900,1,Land Cruiser 200
Volkswagen,12500,84,Passat B6
Mercedes-Benz,30500,150,G 500
BMW,64900,73,X6 M
Toyota,11200,179,Camry
BMW,9900,93,Z4
Mercedes-Benz,55000,34,S 250
Volkswagen,3000,250,Passat B3
BMW,33000,147,730
Renault,13000,75,Megane
Mercedes-Benz,33900,102,CL 55 AMG
BMW,17500,210,X5
Audi,33000,60,Q5
Volkswagen,11999,240,Jetta
Toyota,14700,141,Camry
Audi,2600,253,A4
BMW,10900,375,740
Toyota,99999,0,Land Cruiser 200
Toyota,3900,160,Yaris
Renault,5700,275,Trafic
Audi,90999,4,A8
Mercedes-Benz,25500,137,E-Class
BMW,3300,360,525
Toyota,28700,80,Highlander
Volkswagen,9300,200,Caddy
Toyota,9400,148,Avensis
Audi,23000,180,Q7
BMW,4500,370,540
Mitsubishi,23900,1,ASX
Mercedes-Benz,107999,0,GLS 350
Volkswagen,12900,157,Passat B6
Mercedes-Benz,14900,211,Vito
Volkswagen,15900,160,Passat B6
Volkswagen,9300,154,Caddy
Mercedes-Benz,7000,260,Vito
Mitsubishi,14700,240,Pajero Wagon
Toyota,21800,63,Rav 4
Audi,68000,20,Q5
Mercedes-Benz,7000,370,E-Class
Mercedes-Benz,70000,21,S 600
Volkswagen,22000,65,Passat B7
Mercedes-Benz,18900,50,SLK 350
BMW,9700,267,320
Volkswagen,4850,300,Golf III
Mercedes-Benz,8700,260,Sprinter 213
Toyota,14700,139,Camry
Volkswagen,23999,1,Jetta
Mitsubishi,24500,11,Pajero Sport
Mercedes-Benz,23500,161,Vito
Volkswagen,10000,160,Caddy
Volkswagen,9700,255,T4 (Transporter)
Renault,7000,280,Megane
Renault,1550,245,Megane
Mercedes-Benz,47600,0,Vito
Toyota,27000,105,Hilux
BMW,65000,0,X5
Renault,20007,2,Fluence
Volkswagen,15500,167,Touareg
Volkswagen,3999,152,Lupo
BMW,19990,1,320
Mercedes-Benz,38000,42,C-Class
Volkswagen,20477.54,1,Caddy
Volkswagen,9650,200,Passat B6
BMW,37500,115,X5 M
Mercedes-Benz,12700,193,Vito
Toyota,4500,207,Corolla
Mercedes-Benz,2400,3,E-Class
Mercedes-Benz,6999,330,200
Volkswagen,8900,169,Caddy
Mitsubishi,7999,78,Lancer X
Volkswagen,13500,124,T6 (Transporter) 
Mercedes-Benz,109999,1,GLS 350
Mercedes-Benz,14100,138,Vito
Volkswagen,4600,290,T4 (Transporter) 
Mercedes-Benz,3250,250,S 400
Mercedes-Benz,19500,157,S 350
Audi,2300,25,A6
Toyota,11700,131,Camry
Audi,7000,210,A6
BMW,6950,320,740
Mitsubishi,4500,300,Carisma
Renault,12500,150,Kangoo
BMW,2200,290,525
Renault,10750,136,Megane
Mitsubishi,8400,91,Lancer X
Volkswagen,28500,50,Passat B7
BMW,44800,63,750
Toyota,11707.8,1,Yaris
BMW,32500,131,520
Renault,10500,165,Megane
Mercedes-Benz,11999,215,Vito
Mercedes-Benz,20300,198,E-Class
BMW,6100,205,316
Volkswagen,12300,248,T5 (Transporter)
Toyota,11750,69,Corolla
BMW,52300,55,530
Audi,30900,70,Q3
Volkswagen,5200,235,Caddy
BMW,26800,47,320
Volkswagen,74000,1,Touareg
Renault,10700,150,Trafic
Mercedes-Benz,17500,113,C-Class
Toyota,30800,56,Land Cruiser Prado
Volkswagen,2800,140,Golf IV
Mercedes-Benz,12600,123,S 320
Volkswagen,17500,144,Passat CC
Toyota,68000,67,Land Cruiser 200
Toyota,34000,44,Highlander
Toyota,28900,20,Rav 4
Volkswagen,9900,230,T5 (Transporter) 
Toyota,46500,4,Hilux
BMW,24700,85,645
Volkswagen,3400,175,Caddy
Mitsubishi,7700,139,Lancer X
Toyota,19000,263,Land Cruiser 100
BMW,3500,185,320
Volkswagen,14800,177,T5 (Transporter) 
Mitsubishi,36000,0,Outlander
Volkswagen,13995,147,Touran
Toyota,9900,130,Camry
Mitsubishi,7500,138,Colt
Volkswagen,24800,2,Jetta
Renault,7100,127,Laguna
Toyota,45000,80,Land Cruiser Prado
Mercedes-Benz,2499,300,E-Class
Mitsubishi,9500,136,Lancer X
BMW,21000,186,530
Volkswagen,11450,140,Caddy
Volkswagen,66346,0,Touareg
Volkswagen,8200,164,Polo
Renault,4599,190,Kangoo
Volkswagen,8900,62,Polo
Toyota,13900,79,Auris
BMW,5500,200,535
Mercedes-Benz,5500,360,E-Class
Volkswagen,5950,213,Caddy
Mitsubishi,18999,173,Pajero Wagon
Mercedes-Benz,124000,0,GLS 400
Volkswagen,11500,130,Passat B6
Mercedes-Benz,4500,240,C-Class
BMW,34900,35,X3
Mitsubishi,12999,84,Outlander XL
Toyota,20900,180,Land Cruiser 100
Mercedes-Benz,26900,150,S 550
Volkswagen,49999,59,Multivan
Mercedes-Benz,4000,287,ML 400
Volkswagen,52300,19,Touareg
Mercedes-Benz,29500,37,E-Class
Volkswagen,19100,120,Scirocco
BMW,45500,26,520
BMW,7200,255,328
BMW,24700,142,520
Toyota,21000,74,Rav 4
Mitsubishi,14500,90,Pajero Wagon
Mercedes-Benz,13800,222,E-Class
Volkswagen,25999,60,Passat B7
Volkswagen,9555,174,Passat B6
Renault,9700,152,Trafic
Renault,11700,150,Master
Volkswagen,5300,259,Passat B4
Audi,22500,159,S8
Renault,8300,221,Kangoo
Volkswagen,4900,198,Touran
BMW,8100,245,320
Volkswagen,4400,290,Vento
BMW,9500,110,X6
Audi,9500,160,A6 Allroad
Toyota,4350,35,Camry
Volkswagen,10000,224,T5 (Transporter)
BMW,65000,58,X5
Renault,8200,79,Laguna
Volkswagen,22000,98,Tiguan
Volkswagen,13300.95,0,Polo
Volkswagen,9300,150,Passat B6
Volkswagen,6700,300,T4 (Transporter)
Mercedes-Benz,3900,385,C-Class
Mercedes-Benz,2150,360,E-Class
Renault,11111,190,Laguna
Renault,7500,160,Scenic
BMW,99999,0,640
Volkswagen,20500,56,Golf VII
